PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID
1,4/6/2019,6:06:51 PM,1,1,"Horn, Jared",1273181,Right,CAL_BEA,"Plew, Dillon",10000507,Right,WAS_COU,Undefined,1,Top,0,0,0,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,74.8466808250176,4.65156139583241,0.454787442625159,2496.2358736291,40.9177900910334,7:15,5.58746204330908,1.99945487650869,5.53207346120137,-63.0643834575521,-11.6123230111383,-10.0232911495441,4.68937326556594,1.58925472033881,67.4014784390361,-7.19509890472723,-1.43584258294293,0.516265262399001,,,,,,,,,,,,5.50925327005721,-7.74112830368059,-2.03236782629234,50,5.95065602654296,-0.574585779879768,-108.406039474874,7.02173564481393,6.4424955578122,22.0116712000528,-41.2264885631319,CAL_BEA,WAS_COU,CalBerkeley,D1,PAC12,20190406-CalBerkeley-1,6a2b4ca2-58d1-11e9-b169-302432607227
2,4/6/2019,6:07:06 PM,1,2,"Horn, Jared",1273181,Right,CAL_BEA,"Plew, Dillon",10000507,Right,WAS_COU,Undefined,1,Top,0,1,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,89.8939675889119,1.10510587560888,-1.8327260304849,1981.17815991495,199.377224582122,12:45,5.58953555811173,1.96870504742696,6.08642228691344,-13.9746041569376,20.7906499792936,7.32375195832853,5.4478256612649,0.883221608379137,80.4970242248404,-1.5583413961397,-0.436901132145312,0.424369558189965,,,,,,,,,,,,-4.60649440644593,10.97505858657,-1.83131393162792,50,5.66740066927633,3.9529827133547,-130.663630047616,2.08676731586074,-7.8136932058363,32.3711408825703,-13.5577791886574,CAL_BEA,WAS_COU,CalBerkeley,D1,PAC12,20190406-CalBerkeley-1,713c766a-58d1-11e9-b169-302432607227
3,4/6/2019,6:07:42 PM,1,3,"Horn, Jared",1273181,Right,CAL_BEA,"Plew, Dillon",10000507,Right,WAS_COU,Undefined,1,Top,0,2,0,Sinker,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,88.9395404422661,-1.79413419292473,-2.68344461713087,2100.8322558547,243.293481694337,2:00,5.31817214910635,2.0020766718346,6.15457403106847,-28.0339528823771,6.83824176007542,13.6576503434808,1.32226016919907,0.659484601871909,81.6370985212715,-7.06140550051587,-0.103001602635245,0.425021753179619,,,,,,,,,,,,-8.17766539499573,4.21948881976216,-1.80547255664933,50,5.16741062335475,5.6401177825478,-129.338789380151,-4.92180799396576,-13.8593502461779,26.8497194109916,-25.0229399467896,CAL_BEA,WAS_COU,CalBerkeley,D1,PAC12,20190406-CalBerkeley-1,8bebe999-58d1-11e9-b169-302432607227
4,4/6/2019,6:07:58 PM,1,4,"Horn, Jared",1273181,Right,CAL_BEA,"Plew, Dillon",10000507,Right,WAS_COU,Undefined,1,Top,0,3,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.7515088777644,-1.22613427157718,-2.77006393249632,2101.21738076473,217.161490590527,1:15,5.31746223123579,2.05765140622399,6.09167495001234,-19.5635147630813,14.627927744279,11.1120805923123,2.55164360770783,0.419686378377327,82.3832872345692,-4.90297666027762,-0.677653598602284,0.420852808961612,,,,,,,,,,,,-6.76384619236995,8.26264621805354,-1.85027673234919,50,5.21257693944388,5.96552648804982,-130.56626337136,-3.41727662202012,-11.729513661419,26.3117222571079,-17.8453930935875,CAL_BEA,WAS_COU,CalBerkeley,D1,PAC12,20190406-CalBerkeley-1,94e5b868-58d1-11e9-b169-302432607227
5,4/6/2019,6:08:16 PM,1,5,"Horn, Jared",1273181,Right,CAL_BEA,"Plew, Dillon",10000507,Right,WAS_COU,Undefined,1,Top,0,3,1,Fastball,Undefined,InPlay,Undefined,LineDrive,HomeRun,0,1,,88.6078990916324,-1.02108475878161,-2.98300516710034,2177.28457734359,215.042903609415,1:15,5.56611301038417,1.95434806198816,6.10579451182936,-19.8331633895799,15.5832125180253,10.9522355996862,2.96784013460783,0.10635606129747,80.4769369902232,-4.77058316937903,-0.909472772867966,0.428325151966309,96.0724122745594,27.3615166426012,27.4505744627013,2587.44072236241,94.5466274573351,50.1141601134744,56.2221583259064,339.175798039515,121.288164717673,40.8622170373275,4.33989685058591,-6.8477397220191,8.78611164758231,-1.7311119027323,50,5.4772800611891,6.37348102462012,-128.797187779198,-2.91110340823656,-11.4280456764794,28.3719875757186,-17.5110956255015,CAL_BEA,WAS_COU,CalBerkeley,D1,PAC12,20190406-CalBerkeley-1,9fdb3d58-58d1-11e9-b169-302432607227
6,4/6/2019,6:08:56 PM,2,1,"Horn, Jared",1273181,Right,CAL_BEA,"Sinatro, Danny",10000491,Right,WAS_COU,Undefined,1,Top,0,0,0,Sinker,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,90.3480182056366,-0.621205899823016,-3.95790061932608,2124.15049399402,224.82046704654,1:30,5.44145126148943,1.94131954266162,6.27044500258468,-20.6024876921418,13.0748941923352,13.0246775128623,3.15058389210833,-0.627334386258334,82.5810705497594,-4.51424521642129,-1.49678699912149,0.417677113781342,,,,,,,,,,,,-8.20764105823767,7.31761969192287,-1.65509545458678,50,5.38533937884462,8.68523694923715,-131.303875766936,-2.05896527092081,-14.3457061904851,27.4964922082767,-19.3839641254509,CAL_BEA,WAS_COU,CalBerkeley,D1,PAC12,20190406-CalBerkeley-1,b7de9741-58d1-11e9-b169-302432607227
7,4/6/2019,6:09:10 PM,2,2,"Horn, Jared",1273181,Right,CAL_BEA,"Sinatro, Danny",10000491,Right,WAS_COU,Undefined,1,Top,0,1,0,Fastball,Undefined,InPlay,Undefined,FlyBall,Out,1,0,,89.5144222286063,-1.31575295782913,-2.33232013658229,2148.40259131081,207.91377087727,1:00,5.42237857846588,1.97449729938471,6.07825508925759,-17.652035840647,17.1924399619507,9.12557608576886,2.73293185898024,0.576109394366758,80.9839476665259,-4.65817404073832,-0.600886293845653,0.424852801209807,94.6709005776003,23.4511808057218,9.14721722954685,2061.62097817197,108.232075736728,44.5797928442572,19.6415548062158,334.409954954758,330.121128780554,10.1176245625527,4.24573913574214,-5.68926591828382,9.76631840323851,-1.79923015742182,50,5.31139776314277,5.01476892474729,-130.127342084749,-3.542969811352,-9.65012036108073,30.0500748998972,-15.6084407206274,CAL_BEA,WAS_COU,CalBerkeley,D1,PAC12,20190406-CalBerkeley-1,c360be1e-58d1-11e9-b169-302432607227
8,4/6/2019,6:09:42 PM,3,1,"Horn, Jared",1273181,Right,CAL_BEA,"Alvarez, Andres",10000492,Right,WAS_COU,Undefined,1,Top,1,0,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,88.4125845013678,-1.1133941854375,-1.47557210202784,2121.94193332742,221.569531957593,1:30,5.45880718874098,1.74685755458732,5.97316349670326,-21.8731358246937,13.6117691570475,12.1017463144589,2.6035157718681,1.38725630784052,80.8979241269439,-5.22241137990938,0.805476629573542,0.428739346530479,,,,,,,,,,,,-6.95682844637655,7.67290108619536,-1.63699126195428,49.9999999999999,5.35861427155194,2.92973885668389,-128.667461065055,-3.19667914137687,-11.6610421509175,26.7254261897653,-19.3127247972472,CAL_BEA,WAS_COU,CalBerkeley,D1,PAC12,20190406-CalBerkeley-1,d2e89e49-58d1-11e9-b169-302432607227
9,4/6/2019,6:09:57 PM,3,2,"Horn, Jared",1273181,Right,CAL_BEA,"Alvarez, Andres",10000492,Right,WAS_COU,Undefined,1,Top,1,1,0,Fastball,Undefined,InPlay,Undefined,LineDrive,Out,1,0,,90.8168889539734,-1.40477842512844,-3.71551016457027,2213.93162795015,210.834442565721,1:00,5.18846989753301,1.97606575097047,6.09023994213116,-18.6101097630647,15.1885000657842,9.08551208862477,2.33534461263949,-0.708123558653994,82.4568095852327,-4.91991697068479,-1.99801214850412,0.41842819136197,91.132411508253,15.613870731403,23.2191329722749,3330.69392267266,97.325732579179,22.9815170240742,51.2605861780481,246.775928285379,184.114102255988,33.2472174386912,2.59523986816406,-6.04828537688944,8.68168410745477,-1.694498980922,50,5.07027318899984,8.27645258834303,-131.886224540663,-3.83116921363128,-10.5826253418881,29.7790011188155,-16.9837913974555,CAL_BEA,WAS_COU,CalBerkeley,D1,PAC12,20190406-CalBerkeley-1,dd649275-58d1-11e9-b169-302432607227
10,4/6/2019,6:10:33 PM,4,1,"Horn, Jared",1273181,Right,CAL_BEA,"Manzardo, Kyle",1000058231,Left,WAS_COU,Undefined,1,Top,2,0,0,Sinker,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,91.28483758148,-0.860310577022758,-1.5058177306365,2225.05891278764,224.509741420848,1:30,5.35710600887832,2.07789056415397,6.14165405202473,-19.6291261520286,13.5124878118707,13.3138333037453,2.92607844109364,1.79567067487328,83.2703767201691,-4.56681913441847,1.01455788820562,0.414341415625905,,,,,,,,,,,,-7.68085851591186,7.60448866124597,-1.97022422199272,50.0000000000001,5.28145822346346,3.07033573920561,-132.868616905828,-2.61873318907809,-13.6928144914882,29.2030836928729,-18.6173800765522,CAL_BEA,WAS_COU,CalBerkeley,D1,PAC12,20190406-CalBerkeley-1,f0632769-58d1-11e9-b169-302432607227
