PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID
1,3/16/2019,3:06:16 PM,1,1,"Horn, Jared",1273181,Right,CAL_BEA,"Sabol, Blake",8889850,Left,SOU_TRO,Undefined,1,Top,0,0,0,Fastball,Undefined,InPlay,Undefined,Popup,Out,1,0,,91.7858105107993,-1.58711742881253,-2.91583656763965,2176.07746377334,220.267490717279,1:15,5.34028743730998,1.96693148971,6.24371823366699,-17.5360438768097,15.2524460828319,12.9462582403168,2.41299825160239,0.354404320031698,83.5110054070726,-4.90708419022677,-0.460147525994187,0.412128099550887,83.1818514975163,45.8950151586359,-2.97586360622781,4805.10894518917,108.336922337273,102.258410048139,-19.0553304416568,216.569314252739,126.030666941105,-18.7482790313539,5.14636535644528,-7.93103865209327,8.80443978483408,-1.75655444389801,50,5.21351240066478,6.39298883361582,-133.439867201951,-4.2489847257133,-14.2316428624679,29.9988961715056,-16.3751540965237,CAL_BEA,SOU_TRO,CalBerkeley,D1,PAC12,20190316-CalBerkeley-1,b75056fa-4837-11e9-b154-302432607227
2,3/16/2019,3:06:52 PM,2,1,"Horn, Jared",1273181,Right,CAL_BEA,"Bushor, Chase",8882902,Right,SOU_TRO,Undefined,1,Top,1,0,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,91.5843077631179,-2.2839645954303,-3.88445397046704,2018.87589194928,239.094500012697,2:00,5.13016589914643,1.96090571560713,6.50757597025072,-22.4344311262351,10.1537723504475,17.0132069549591,1.15887902013702,-0.191251247774638,83.7428789951158,-6.53483906409767,-0.649714499074708,0.410867441810549,,,,,,,,,,,,-10.4836463003614,6.24794779135447,-1.69733177198388,50,4.96065776868392,8.53127055349654,-133.042897585613,-5.98099192361544,-18.7622086213639,28.9425831377971,-20.9923187881587,CAL_BEA,SOU_TRO,CalBerkeley,D1,PAC12,20190316-CalBerkeley-1,c935a689-4837-11e9-b154-302432607227
3,3/16/2019,3:07:07 PM,2,2,"Horn, Jared",1273181,Right,CAL_BEA,"Bushor, Chase",8882902,Right,SOU_TRO,Undefined,1,Top,1,1,0,Fastball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.0830305073059,-1.27671062195383,-3.56687761378403,2078.72302857331,227.420408429282,1:30,4.97448576363282,2.06448291496389,6.29396506164555,-22.6596573661356,10.2989726579023,11.2417824283334,1.90740765402432,-0.289290518489464,83.7507722372657,-5.5449846527019,-1.44546886449637,0.413195986084942,,,,,,,,,,,,-7.07887103657182,5.96333317795021,-1.80780079025327,50,4.86948357305199,7.90867323011879,-132.448055368759,-3.6577418246024,-12.6450541129218,26.8051876463369,-21.5216902440687,CAL_BEA,SOU_TRO,CalBerkeley,D1,PAC12,20190316-CalBerkeley-1,d10a450b-4837-11e9-b154-302432607227
4,3/16/2019,3:07:28 PM,2,3,"Horn, Jared",1273181,Right,CAL_BEA,"Bushor, Chase",8882902,Right,SOU_TRO,Undefined,1,Top,1,1,1,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,77.2007095753872,2.7039559709558,-2.19592218363934,2751.15505077657,51.3223671539776,7:45,5.22290348571997,2.1049515800976,5.61558769960627,-58.9979741612532,-11.0965753095619,-13.8056148577529,2.83343616427891,-1.09572896905313,70.2937799602555,-8.32947521032798,-4.78931312265734,0.498133347417768,,,,,,,,,,,,6.6995700641971,-6.80608720995661,-1.90892331528104,50.0000000000001,5.41642015367567,4.69822179708019,-112.028246796371,3.57461731855935,8.39802567189426,22.814670439101,-40.7055952925144,CAL_BEA,SOU_TRO,CalBerkeley,D1,PAC12,20190316-CalBerkeley-1,e34a28b4-4837-11e9-b154-302432607227
5,3/16/2019,3:07:45 PM,2,4,"Horn, Jared",1273181,Right,CAL_BEA,"Bushor, Chase",8882902,Right,SOU_TRO,Undefined,1,Top,1,2,1,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,92.3505695846484,-3.6654423340012,-4.07860710960117,2181.99714235449,212.131146630475,1:00,5.34747586163769,2.04612038898915,6.25376747527773,-12.178891529821,20.5289207862161,12.9126386114877,0.939636411804582,-0.64487066650029,83.5753971965465,-5.97413503223529,-1.62686055632062,0.411620756849417,,,,,,,,,,,,-8.32250332753378,12.3695846339873,-1.74968615248893,50,5.06877994210521,9.14148730772791,-133.832393202376,-8.97396330824384,-14.947980551463,31.4991395845333,-9.9571381796208,CAL_BEA,SOU_TRO,CalBerkeley,D1,PAC12,20190316-CalBerkeley-1,ed0046a3-4837-11e9-b154-302432607227
6,3/16/2019,3:08:03 PM,2,5,"Horn, Jared",1273181,Right,CAL_BEA,"Bushor, Chase",8882902,Right,SOU_TRO,Undefined,1,Top,1,3,1,Fastball,Undefined,BallCalled,Walk,Undefined,Undefined,0,0,,91.0632746030825,-0.416952413729484,-2.12699923716678,2214.0478816511,215.205343525903,1:15,5.33500031878236,2.11346090916767,6.33192143759888,-16.3286551871643,17.0932254605246,12.0825033539421,3.59012542054445,1.16113803468491,82.0385957498079,-3.53316843071731,0.181002303389122,0.416089695268317,,,,,,,,,,,,-7.32531927050974,9.53251137179839,-1.96437278561241,50,5.29692329203709,4.55484124577345,-132.456620161357,-1.45735831704138,-12.8247957007843,32.1323521277385,-15.4850133971192,CAL_BEA,SOU_TRO,CalBerkeley,D1,PAC12,20190316-CalBerkeley-1,f5f2ed98-4837-11e9-b154-302432607227
7,3/16/2019,3:08:50 PM,3,1,"Horn, Jared",1273181,Right,CAL_BEA,"Acosta, Matthew",8899819,Left,SOU_TRO,Undefined,1,Top,1,0,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,90.8049943552463,-2.48448795986257,-3.40300259476805,2384.56089454298,221.186000486365,1:15,5.07260164553003,2.07023176521292,6.23432098976377,-20.476738211936,13.1072230864288,11.4964800840151,1.06905377823546,-0.114317480965296,82.7486291474415,-6.3503873381159,-1.2242005160577,0.417097396235444,,,,,,,,,,,,-7.27947565538893,7.89238606988713,-1.82230005163537,50,4.8769988936217,7.48682500687244,-131.875918122501,-6.36443541926867,-12.7571828442412,29.317880198515,-18.3427484824538,CAL_BEA,SOU_TRO,CalBerkeley,D1,PAC12,20190316-CalBerkeley-1,10cae56b-4838-11e9-b154-302432607227
8,3/16/2019,3:09:10 PM,3,2,"Horn, Jared",1273181,Right,CAL_BEA,"Acosta, Matthew",8899819,Left,SOU_TRO,Undefined,1,Top,1,1,0,Fastball,Undefined,InPlay,Undefined,Popup,Out,1,0,,90.2727954777436,-2.33681548896122,-4.01938421817548,2203.00645651346,216.307719123483,1:15,5.38436659036241,2.16301294118504,6.07681339072186,-15.6898269384666,18.8794475964387,13.8961318365238,1.90847054222376,-0.403574261182408,81.2057349710867,-5.31346595695785,-1.38071607575964,0.423171734107762,,,,,,,,,,,,-8.87719954866246,11.0483573069536,-1.85953382127837,50,5.19515176815807,8.76254122655839,-130.898218141897,-5.84627215328656,-15.1598527807387,31.6871178365001,-13.306446299179,CAL_BEA,SOU_TRO,CalBerkeley,D1,PAC12,20190316-CalBerkeley-1,207dacd9-4838-11e9-b154-302432607227
9,3/16/2019,3:09:53 PM,4,1,"Horn, Jared",1273181,Right,CAL_BEA,"O'Guinn, Jamal",8898700,Right,SOU_TRO,Undefined,1,Top,2,0,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.5200506055806,-1.11253234132031,-3.2563448705477,2308.54096708533,208.353442356486,1:00,5.20652926796541,1.90435411299285,6.2277110812389,-16.5337563634924,16.3742922889829,8.85305617478746,2.80061098635956,-0.365123058961078,83.4739711682286,-4.2383382841271,-1.58175331571596,0.412878799893927,,,,,,,,,,,,-5.75347496129782,9.25584463667108,-1.66571191919249,50,5.11515359313091,7.2936499821116,-133.062099836185,-3.10543584314249,-10.3009755960493,28.9195354147431,-15.602458280201,CAL_BEA,SOU_TRO,CalBerkeley,D1,PAC12,20190316-CalBerkeley-1,3495868a-4838-11e9-b154-302432607227
10,3/16/2019,3:10:19 PM,4,2,"Horn, Jared",1273181,Right,CAL_BEA,"O'Guinn, Jamal",8898700,Right,SOU_TRO,Undefined,1,Top,2,0,1,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.6156402552478,-1.07381684595354,-1.84509549962414,2219.86413597969,200.599251610122,12:45,5.07221294813781,2.06833806970159,6.41978206677034,-25.4447785165245,9.74448281935374,3.67500066708294,1.96418579929851,0.678077728517914,81.0881469961397,-5.86414437316213,-1.15066709435568,0.426949582924161,,,,,,,,,,,,-2.47376342798849,5.6105994590638,-1.93860358101285,50,4.98388109540779,4.00529884324597,-127.657595431859,-3.13542391933387,-4.12448575554902,23.7280893253369,-22.8195414571738,CAL_BEA,SOU_TRO,CalBerkeley,D1,PAC12,20190316-CalBerkeley-1,467ad55a-4838-11e9-b154-302432607227
