PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID
1,3/30/2019,3:09:03 PM,1,1,"Horn, Jared",1273181,Right,CAL_BEA,"Stotler, Brooks",8892273,Left,LON_DIR,Undefined,1,Top,0,0,0,Fastball,Undefined,InPlay,Undefined,FlyBall,Out,1,0,,88.9324726091136,-1.23232956503724,-3.14749886689579,2128.84029306514,225.079788145771,1:30,5.27039690300091,1.98321857796668,5.90905628925756,-21.8503481832629,13.3882805529254,13.4588453067901,2.30394659673938,0.180759700183773,81.2933371590988,-5.33268635836669,-0.616562774204849,0.427248964083751,95.0391753725123,29.4095143517195,-2.46097993830775,4303.13590418834,109.38889303273,60.6329141673806,-11.5787257396821,333.785983283482,328.235855774979,-13.5852814564588,5.165669555664,-8.1379010819017,7.56773206818256,-1.73845913660205,50,5.15899752473945,6.67280418550803,-129.254879962626,-3.49066732754929,-13.7685097598429,26.9166278580304,-19.370207394933,CAL_BEA,LON_DIR,CalBerkeley,D1,PAC12,20190330-CalBerkeley-1,6dbbfea9-5338-11e9-b162-302432607227
2,3/30/2019,3:09:37 PM,2,1,"Horn, Jared",1273181,Right,CAL_BEA,"Jimenez, Chris",1000025566,Right,LON_DIR,Undefined,1,Top,1,0,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.380101316505,-1.64551806063844,-3.43850115420406,2072.68617414613,220.611960665532,1:15,5.24669882217711,1.88893523360283,6.17052172461976,-17.8202213645433,16.5787580533875,14.2434514037274,2.2388804885902,-0.1033936187369,82.0655010389957,-4.99811757975506,-0.755128137332064,0.422128133241056,,,,,,,,,,,,-8.65234672308832,9.45241789510788,-1.63614308788641,50,5.1129082843975,7.36524630568207,-129.94286852605,-4.29318939966715,-14.8745627492585,25.8362584411774,-15.9240544666408,CAL_BEA,LON_DIR,CalBerkeley,D1,PAC12,20190330-CalBerkeley-1,7fa14ecc-5338-11e9-b162-302432607227
3,3/30/2019,3:09:55 PM,2,2,"Horn, Jared",1273181,Right,CAL_BEA,"Jimenez, Chris",1000025566,Right,LON_DIR,Undefined,1,Top,1,0,1,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,88.2165450958258,-1.35069962725777,-4.30322187946103,2001.15824781953,224.919236856938,1:30,5.26480114569227,1.87196619609722,6.34670128442113,-21.9918254148011,13.0453146880829,13.0414395449971,2.185181779711,-1.00951678514706,81.2726355315791,-5.49168934248713,-1.84573968672395,0.426025743684572,,,,,,,,,,,,-8.22954216086658,7.48161594206182,-1.56568982478694,49.9999999999999,5.15606189844484,9.25953539922234,-128.195773304416,-3.68347917566052,-13.8113216415574,24.3940204539532,-19.6179424991843,CAL_BEA,LON_DIR,CalBerkeley,D1,PAC12,20190330-CalBerkeley-1,8893f6e1-5338-11e9-b162-302432607227
4,3/30/2019,3:10:15 PM,2,3,"Horn, Jared",1273181,Right,CAL_BEA,"Jimenez, Chris",1000025566,Right,LON_DIR,Undefined,1,Top,1,1,1,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,75.1721388952566,0.983119567705873,-3.5332861728952,2656.03396577377,50.8171151805506,7:45,5.26722596837781,1.98740439972087,5.72739294199005,-62.1195586404222,-11.447443966426,-13.9860646617531,1.00794683928059,-2.47260451399449,68.5565669620216,-10.6129317342569,-6.16688996519446,0.512337367898409,,,,,,,,,,,,6.33431838412866,-6.50530840669995,-1.68428511010144,50,5.31183517141482,7.118840719341,-109.025729370177,0.155773213240609,7.4620200157077,22.9711874182101,-39.8375000275115,CAL_BEA,LON_DIR,CalBerkeley,D1,PAC12,20190330-CalBerkeley-1,989ef006-5338-11e9-b162-302432607227
5,3/30/2019,3:10:43 PM,2,4,"Horn, Jared",1273181,Right,CAL_BEA,"Jimenez, Chris",1000025566,Right,LON_DIR,Undefined,1,Top,1,2,1,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,87.4260957692999,-0.926427691951035,-3.59500659545863,2114.3620620982,229.051390868029,1:45,5.33979311490713,1.96200710949653,6.18169166554296,-22.7213870009524,13.7318921957356,15.8648799533801,2.58920501702167,-0.0395801050275776,79.0989987749497,-5.23561586673237,-0.581817108259882,0.434550065067783,88.7066919716623,43.3821009526089,36.3361202248501,4244.60470650663,79.7119344167419,91.8653077185111,75.8022131687768,305.123166261718,56.3610103601656,52.7084514400481,5.52083801269525,-9.78141865909596,7.79006494737753,-1.69873484947464,50,5.25831829308559,7.50384693379933,-126.986558282931,-2.73686912719788,-15.8002162355464,28.6135103678845,-19.590525148703,CAL_BEA,LON_DIR,CalBerkeley,D1,PAC12,20190330-CalBerkeley-1,a9f53bdd-5338-11e9-b162-302432607227
6,3/30/2019,3:11:18 PM,2,5,"Horn, Jared",1273181,Right,CAL_BEA,"Jimenez, Chris",1000025566,Right,LON_DIR,Undefined,1,Top,1,2,2,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,90.2628446739254,-0.128634421436846,-3.39456563731239,2227.24829651257,209.15172757929,1:00,5.53727967229677,1.8105333035671,6.06371367929529,-16.2988404716203,18.1141680031118,10.1216948052631,4.05979950649886,-0.490891477861927,81.2900091975437,-3.22222131499884,-1.47444301794568,0.422214203467243,,,,,,,,,,,,-6.58668576207908,9.90256630268074,-1.55276620181236,50,5.51864753634877,7.4575211720112,-131.102761034151,-0.808440119348298,-11.3113375904786,31.1582397122233,-15.16833817222,CAL_BEA,LON_DIR,CalBerkeley,D1,PAC12,20190330-CalBerkeley-1,be2289ac-5338-11e9-b162-302432607227
7,3/30/2019,3:11:37 PM,2,6,"Horn, Jared",1273181,Right,CAL_BEA,"Jimenez, Chris",1000025566,Right,LON_DIR,Undefined,1,Top,1,3,2,Fastball,Undefined,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,87.884098386953,-1.66175630913158,-3.42460858850192,2125.26754773928,231.224228106149,1:45,4.89921207889841,1.93609059719029,6.20678408390522,-24.1955552861093,11.6666012096274,14.5648705052866,1.3461565419828,-0.0144073641807517,80.0790407867541,-6.23174838102152,-0.664643409019178,0.431012354635173,,,,,,,,,,,,-8.95729241665912,6.85864590897573,-1.68650877380366,50,4.7622563441348,7.2034718594949,-127.690163515718,-4.43829699845346,-14.7143431119876,27.5281968000082,-20.9071986542655,CAL_BEA,LON_DIR,CalBerkeley,D1,PAC12,20190330-CalBerkeley-1,c7368f6d-5338-11e9-b162-302432607227
8,3/30/2019,3:12:13 PM,3,1,"Horn, Jared",1273181,Right,CAL_BEA,"Estrada, Calvin",1000049504,Right,LON_DIR,Undefined,1,Top,2,0,0,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,75.6997319278538,2.86201705698182,-1.95685600395394,2755.18262970365,56.9606919035785,8:00,5.3266157439024,2.23625774646869,5.45134529738,-58.2909099784114,-8.11972912256315,-12.4119969903902,3.15183963263114,-0.630512310503538,68.7597475481955,-8.02309928509258,-4.28433960778603,0.509798648525296,,,,,,,,,,,,5.9873073163994,-5.2427805059759,-2.05542579071622,50,5.54001646613905,4.1162663696571,-109.813964210749,3.78243391812718,7.20621432418295,22.0511537022551,-38.4841639362154,CAL_BEA,LON_DIR,CalBerkeley,D1,PAC12,20190330-CalBerkeley-1,df5b47ee-5338-11e9-b162-302432607227
9,3/30/2019,3:12:32 PM,3,2,"Horn, Jared",1273181,Right,CAL_BEA,"Estrada, Calvin",1000049504,Right,LON_DIR,Undefined,1,Top,2,1,0,Curveball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,80.7008698341024,-0.541383536974273,-2.66762393081315,2257.62279061442,19.6271186141093,6:45,4.92094280983384,2.33664225968366,5.68675149085093,-46.7138780617471,-3.36322993404895,-1.18485081851975,0.5230169443948,-0.249975158107892,74.0974480199575,-9.23613257635286,-2.88996957620184,0.473881021347857,,,,,,,,,,,,-0.152923250339006,-1.64323191321854,-2.11164629859291,50.0000000000001,4.84644616431724,5.49987182880369,-117.270513950944,-2.5265335287211,-0.211681334173238,23.4169847217686,-34.4486635870097,CAL_BEA,LON_DIR,CalBerkeley,D1,PAC12,20190330-CalBerkeley-1,ea401d24-5338-11e9-b162-302432607227
10,3/30/2019,3:12:57 PM,3,3,"Horn, Jared",1273181,Right,CAL_BEA,"Estrada, Calvin",1000049504,Right,LON_DIR,Undefined,1,Top,2,1,1,Slider,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,81.715604497126,-1.17483994189868,-4.05276181055979,2183.70682598127,210.441997255675,1:00,5.14507361439444,2.13543467481037,5.82973542173653,-36.3235033022865,5.87859863020604,3.47806687099889,1.02326843376354,-1.34786326129153,74.6696014103927,-7.96415926658137,-3.39944071209901,0.467561302094746,,,,,,,,,,,,-3.08062786872691,3.5184843296027,-1.80657617973789,49.9999999999999,5.02774948431632,8.29766145807796,-118.580304484613,-3.52423685937213,-4.35736209416729,24.0747871265931,-27.1973649386626,CAL_BEA,LON_DIR,CalBerkeley,D1,PAC12,20190330-CalBerkeley-1,f904882c-5338-11e9-b162-302432607227
